Index,Real2,Predict2
170,-1.58777,-2.239330075736046
171,-1.46827,-1.927508939725161
172,-1.33599,-1.6413935067892078
173,-1.24696,-1.3453549100399023
174,-1.23758,-1.0973769281291967
175,-1.31804,-1.0126910542654997
176,-1.45641,-1.049407540838719
177,-1.5817,-0.985080325737
178,-1.63339,-0.8268577637577061
179,-1.61267,-0.7733318209791188
180,-1.55629,-0.6905298133277898
181,-1.48282,-0.5297913828825955
182,-1.39635,-0.5976608630847936
183,-1.31927,-0.7312707182025914
184,-1.30009,-0.8132263562059407
185,-1.32501,-1.0673540461039548
186,-1.32672,-1.1502226533341413
187,-1.25376,-1.158099094152451
188,-1.11036,-1.1604404855966572
189,-0.96389,-1.052508236856461
190,-0.9096,-1.1620475473093992
191,-1.25629,-1.2366692535638815
192,-1.60355,-1.4615706548368934
193,-1.94752,-1.76107745934248
194,-2.2988,-1.982423934657574
195,-2.66232,-2.0906033302724367
196,-3.04008,-2.222780080389977
197,-3.43269,-2.142054626795054
198,-3.84041,-2.170113168116808
199,-4.26167,-2.1298977755439283
200,-4.69266,
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
