Index,Real31,Predict31
93,0.37015,0.2420540601015091
94,0.37724,0.4201723337173462
95,0.38689,0.354484885931015
96,0.3975,0.4821819067001343
97,0.406,0.25719499588012695
98,0.40751,0.4539428949356079
99,0.3985,0.3277001976966858
100,0.37745,0.32418736815452576
101,0.34471,0.3115440309047699
102,0.30334,0.2711080014705658
103,0.25771,0.262719988822937
104,0.21153,0.20721805095672607
105,0.16597,0.02082856371998787
106,0.12093,0.14081744849681854
107,0.07744,0.09969174861907959
108,0.03895,0.09895838797092438
109,0.0094,-0.13893575966358185
110,-0.00895,-0.1008906438946724
111,-0.01959,-0.19957108795642853
112,-0.03146,-0.042073555290699005
113,-0.05925,0.0069397022016346455
114,-0.11739,-0.010112600401043892
115,-0.20619,-0.16943538188934326
116,-0.31767,-0.34947285056114197
117,-0.43961,-0.40687263011932373
118,-0.55628,-0.5126648545265198
119,-0.65135,-0.7228109836578369
120,-0.7159,-0.7473204135894775
121,-0.74989,-0.7626505494117737
122,-0.7589,-0.8041388392448425
123,-0.74776,-0.8310398459434509
124,-0.72049,-0.7660857439041138
125,-0.6818,-0.7666288614273071
126,-0.63813,-0.610538899898529
127,-0.59904,-0.6138959527015686
128,-0.57092,-0.6881007552146912
129,-0.55474,-0.4598570764064789
130,-0.54748,-0.4859888255596161
131,-0.54101,-0.44859257340431213
132,-0.52511,-0.48237112164497375
133,-0.49312,-0.5286769866943359
134,-0.44199,-0.44976064562797546
135,-0.37122,-0.3512447774410248
136,-0.28298,-0.2648050785064697
137,-0.18177,-0.2519621253013611
138,-0.07213,-0.07796262949705124
139,0.03832,-0.02025994472205639
140,0.14128,0.15336355566978455
141,0.22929,0.2533513605594635
142,0.29773,0.2825814485549927
143,0.34282,0.32155534625053406
144,0.3637,0.433512806892395
145,0.36556,0.5000723004341125
146,0.35687,0.4876912534236908
147,0.34283,0.46263980865478516
148,0.32284,0.3174073398113251
149,0.29635,0.3507567346096039
150,0.26619,0.2612898051738739
151,0.23703,0.22731634974479675
152,0.2155,0.13252079486846924
153,0.2068,0.16931027173995972
154,0.21218,0.06500711292028427
155,0.22695,0.2207702398300171
156,0.24243,0.11224079132080078
157,0.25065,0.20742161571979523
158,0.24882,0.2860453426837921
159,0.23971,0.35324519872665405
160,0.22934,0.2813796401023865
161,0.21935,0.32324913144111633
162,0.21045,0.1362156718969345
163,0.20485,0.1658150553703308
164,0.203,0.034391850233078
165,0.20446,0.20990552008152008
166,0.21172,0.21338115632534027
167,0.22784,0.290780246257782
168,0.25275,-0.03351983800530434
169,0.28301,0.2948828935623169
170,0.31621,0.1423318088054657
171,0.35154,0.42694777250289917
172,0.38767,0.16659310460090637
173,0.42038,0.4555821716785431
174,0.44483,0.48246440291404724
175,0.45709,0.37709710001945496
176,0.45709,0.5271688103675842
177,0.44708,0.32950031757354736
178,0.42852,0.3736964762210846
179,0.40539,0.5344169735908508
180,0.3818,0.18939128518104553
181,0.36,0.345779150724411
182,0.34141,0.36851465702056885
183,0.32745,0.34152740240097046
184,0.31883,0.2675873339176178
185,0.3147,0.3825542628765106
186,0.31921,0.25686874985694885
187,0.3403,0.2696259319782257
188,0.38554,0.415531724691391
189,0.45954,0.2788187265396118
190,0.56255,0.3577412962913513
191,0.69252,0.6056026816368103
192,0.84779,0.6267482042312622
193,1.02644,0.8836742043495178
194,1.22229,1.0171297788619995
195,1.42281,1.297387719154358
196,1.61292,1.6985596418380737
197,1.78204,1.818238615989685
198,1.92571,2.0990614891052246
199,2.04359,2.0359878540039062
200,2.14006,1.9783308506011963
201,2.22151,2.1614978313446045
202,2.29636,2.284788131713867
203,2.36956,2.16561222076416
204,2.44127,2.2679800987243652
205,2.51024,2.163282871246338
206,2.57078,2.514791250228882
207,2.61197,2.3097145557403564
208,2.62168,2.4221982955932617
209,2.5907,2.4753963947296143
210,2.51223,2.659926414489746
211,2.38694,2.6290318965911865
212,2.22583,2.4461159706115723
213,2.04426,1.8005419969558716
214,1.85611,1.6108412742614746
215,1.67166,1.6898773908615112
216,1.49814,1.4439022541046143
217,1.34392,1.3112354278564453
218,1.21421,1.225480318069458
219,1.10915,1.0222959518432617
220,1.0261,1.0854238271713257
221,0.96,0.9399545192718506
222,0.90371,0.9496572613716125
223,0.85023,0.7238710522651672
224,0.79293,0.7400761246681213
225,0.72698,0.6298134326934814
226,0.65081,0.5163628458976746
227,0.56785,0.4568430483341217
228,0.48553,0.3316580057144165
229,0.41215,0.295728474855423
230,0.35325,0.38362035155296326
231,0.31193,0.36932045221328735
232,0.28663,0.2673824429512024
233,0.27128,0.05625569820404053
234,0.25893,0.11906386911869049
235,0.24055,0.20870304107666016
236,0.20904,0.09429658204317093
237,0.15929,0.17107711732387543
238,0.08844,0.11663835495710373
239,0.00055,-0.07432583719491959
240,-0.0953,-0.12368962913751602
241,-0.19075,-0.29545167088508606
242,-0.2817,-0.5198200345039368
243,-0.36556,-0.48640215396881104
244,-0.44371,-0.47594520449638367
245,-0.51951,-0.6276516914367676
246,-0.59207,-0.506256103515625
247,-0.65631,-0.6443203687667847
248,-0.70589,-0.6866896152496338
249,-0.73265,-0.7779940366744995
250,-0.73726,-0.848957928929329
251,-0.72351,-0.79092836104393
252,-0.69958,-0.8381710125985742
253,-0.67652,-0.850791008207202
254,-0.66042,-0.8594840253841878
255,-0.65414,-0.8702570769935847
256,-0.66082,-0.8332757872730494
257,-0.68432,-0.795168682178259
258,-0.72611,-0.8094584795814753
259,-0.78314,-0.7743070068514347
260,-0.84974,-0.7461435168001056
261,-0.91851,-0.7060599548971653
262,-0.98214,-0.7284976412564517
263,-1.03301,-0.6611548953634501
264,-1.06702,-0.8004101993089915
265,-1.08382,-0.7488140252479911
266,-1.08689,-0.6409104448086024
267,-1.08422,-0.778442119217813
268,-1.08716,-0.7201634756910801
269,-1.10485,-0.7323259354948998
270,-1.13969,-0.825132628633678
271,-1.1901,-0.77410768109262
272,-1.25222,-0.7596601520946622
273,-1.32075,-0.6561590284723043
274,-1.38608,-0.6411515278458596
275,-1.43542,-0.5540553056484461
276,-1.45582,-0.46290047172367577
277,-1.43646,-0.4117014811509848
278,-1.37282,-0.28945998456954963
279,-1.26559,-0.357222260619402
280,-1.12329,-0.28750163345634944
281,-0.96035,-0.16606526939988142
282,-0.79282,-0.2025559110987187
283,-0.62986,-0.1071711953592301
284,-0.47503,-0.0858648702627421
285,-0.32407,-0.10889727161109453
286,-0.16735,-0.09502243716239935
287,-0.00497,-0.0420118984085322
288,0.15708,-0.02917708117604261
289,0.3114,0.063607591522932
290,0.45305,0.12046469332456583
291,0.57802,0.2558825686269998
292,0.68387,0.21617041814208024
293,0.77041,0.3524756356114149
294,0.83628,0.26376001395940774
295,0.87993,0.4111958297348022
296,0.9031,0.5522395196211337
297,0.91441,0.5331003320300578
298,0.91887,0.573346518958807
299,0.91775,0.5465190987032651
300,0.91229,0.739122261917591
301,0.9049,0.7485675625640154
302,0.89273,0.7048310543692111
303,0.86805,0.7836257338750362
304,0.8252,0.8012185972487925
305,0.76245,0.8443649576568603
306,0.68315,0.7767866746151446
307,0.59465,0.6959560015565156
308,0.50918,0.7430193904197215
309,0.43312,0.6522925685989855
310,0.3682,0.6895067856383323
311,0.31524,0.5254479845267533
312,0.27576,0.496098816127777
313,0.25134,0.30354817574024195
314,0.24102,0.27224620211660855
315,0.24361,0.09552352763116354
316,0.25754,-0.05500134806275373
317,0.27677,-0.13037715039610867
318,0.23672,-0.11795175022959714
319,0.21228,-0.21761626078069216
320,0.19974,-0.28158710643947127
321,0.19422,-0.47876008181333546
322,0.19284,-0.41063471317827704
323,0.19382,-0.44593788227140907
324,0.19566,-0.4324806206071377
325,0.1967,
326,0.19579,
327,0.19244,
328,0.18662,
329,0.17857,
330,0.16877,
331,0.15787,
332,0.14651,
333,0.13522,
334,0.12443,
335,,
336,,
