Index,Real23,Predict23
274,-0.68276,-1.0593241992920637
275,-0.72232,-0.8798362920883298
276,-0.71585,-0.8257459389647841
277,-0.67737,-0.6530568511417507
278,-0.63259,-0.5613053478685021
279,-0.61299,-0.5025332395401596
280,-0.63744,-0.3750285144862532
281,-0.70837,-0.2262274553504585
282,-0.81545,-0.26326192790597663
283,-0.9375,-0.08555564855977878
284,-1.04926,-0.08551173733860239
285,-1.1299,0.03675356405615824
286,-1.16537,0.1196282700306179
287,-1.149,0.23946543902337572
288,-1.08543,0.32868217414975187
289,-0.98672,0.3795628318986299
290,-0.86977,0.3541772805494072
291,-0.7481,0.35782843979865336
292,-0.62861,0.31409407988429094
293,-0.51825,0.19904489638209363
294,-0.41957,0.06813236863434333
295,-0.33024,0.049648298911452476
296,-0.24569,-0.0077893624073265295
297,-0.16364,-0.12004558140397056
298,-0.08203,-0.1619292232291399
299,0.00518,-0.10058804491356
300,0.10346,-0.06585414732530698
301,0.21653,0.031303544937372384
302,0.34773,0.1368349002942445
303,0.49581,0.2465425655344131
304,0.65678,0.3823964234066012
305,0.82335,0.5120140769535306
306,0.9861,0.591489575967193
307,1.13118,0.719113019447327
308,1.2438,0.8433234703570608
309,1.31497,0.8625114170879129
310,1.3462,0.8437818013304476
311,1.34584,0.9816617383551601
312,1.3244,1.1287165662133698
313,1.28983,1.046678727833629
314,1.1889,1.1858517550390963
315,1.09655,1.2758983838635687
316,1.01898,1.3411119399166112
317,0.95223,1.5802392324763541
318,0.8919,1.271848820496798
319,0.83441,1.5197698723304276
320,0.77707,1.415049191910029
321,0.71788,1.4331579686844353
322,0.65533,1.2504845314687494
323,0.58826,1.0999375654226546
324,0.51603,0.8517096621376279
325,0.43843,
326,0.35553,
327,0.26765,
328,0.17547,
329,0.07982,
330,-0.01848,
331,,
332,,
333,,
334,,
335,,
336,,
