match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,serve,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_rank,p2_rank,p1_age,p2_age,p1_age_pro,p2_age_pro,Name,rank_points,DATA_NUM,per1,per2
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:06:16,1,2,11,0,0,0,1,15,40,1,1,1,4.0,7.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,0,,,4.486,8.324,,,,,,,,24.0,29.0,,,,,10,1.0220633882834231,-0.8734323554509714
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:06:35,1,2,12,0,0,0,2,30,40,2,2,2,4.0,8.0,,,0,0,0,0,,0,0,1,0,,,,,0,1,0,1,,,28.77,60.995,,,,,,,,24.0,29.0,,,,,11,-1.2700335948083228,1.3
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:07:15,1,3,13,0,0,0,2,0,0,2,2,2,4.0,9.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,23.117,14.295,,,,,,,,24.0,29.0,,,,,12,-0.9743030495503426,0.8313635068409451
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:07:37,1,3,14,0,0,0,2,0,15,2,2,1,5.0,9.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,8.833,6.507,,,,,,,,24.0,29.0,,,,,13,1.2141059468724085,-1.132520603776023
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:08:05,1,3,15,0,0,0,2,15,15,2,2,2,5.0,10.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,3.925,3.115,,,,,,,,24.0,29.0,,,,,14,-0.9743030495503426,0.8313635068409451
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:08:32,1,3,16,0,0,0,2,15,30,2,2,2,5.0,11.0,,,0,0,0,0,,0,0,1,0,,,,,0,0,0,0,,,7.922,8.628,,,,,,,,24.0,29.0,,,,,15,-1.1589193129236626,0.8154148347187365
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:09:02,1,3,17,0,0,0,2,15,40,2,2,1,6.0,11.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,18.37,15.645,,,,,,,,24.0,29.0,,,,,16,1.29586630539922,-1.0260969229126033
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:09:36,1,3,18,0,0,0,2,30,40,2,2,1,7.0,11.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,13.155,12.642,,,,,,,,24.0,29.0,,,,,17,1.3305113850372907,-1.1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:10:06,1,3,19,0,0,0,2,40,40,2,2,1,8.0,11.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,21.693,26.148,,,,,,,,24.0,29.0,,,,,18,1.3646248424478022,-1.1792258343055773
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:10:42,1,3,20,0,0,0,2,-1,40,2,2,2,8.0,12.0,,,0,0,0,1,,0,0,0,0,,,,,1,0,0,0,,,40.648,29.821,,,,,,,,24.0,29.0,,,,,19,-1.143849273493988,1.0316338791879753
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:11:27,1,3,21,0,0,0,2,40,40,2,2,2,8.0,13.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,18.062,13.535,,,,,,,,24.0,29.0,,,,,20,-1.204814951390426,1.060254249872089
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:11:53,1,3,22,0,0,0,2,40,-1,2,2,1,9.0,13.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,9.671,7.114,,,,,,,,24.0,29.0,,,,,21,1.5413839025569245,-1.5119447557241938
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:12:12,1,3,23,0,0,0,2,40,40,2,2,1,10.0,13.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,16.403,13.899,,,,,,,,24.0,29.0,,,,,22,1.5690113122119154,-1.6011308855529793
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:12:59,1,3,24,0,0,1,2,-1,40,1,1,1,11.0,13.0,,,0,0,0,0,,0,0,0,1,,,,,1,0,1,0,,,18.107,14.909,,,,,,,,24.0,29.0,,,,,23,1.8435520577390154,-1.4531380477868507
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:14:43,1,4,25,0,0,1,2,0,0,1,1,2,11.0,14.0,,,0,0,0,0,,0,0,1,0,,,,,0,0,0,0,,,12.092,15.055,,,,,,,,24.0,29.0,,,,,24,-1.3009028770020095,1.0569582282489458
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:15:00,1,4,26,0,0,1,2,0,15,1,1,1,12.0,14.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,21.088,33.733,,,,,,,,24.0,29.0,,,,,25,0.9553800565939331,-0.9891351546201003
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:15:25,1,4,27,0,0,1,2,15,15,1,1,1,13.0,14.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,28.781,27.769,,,,,,,,24.0,29.0,,,,,26,0.9366500714414469,-1.0089146724194482
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:16:06,1,4,28,0,0,1,2,30,15,1,1,2,13.0,15.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,70.185,106.755,,,,,,,,24.0,29.0,,,,,27,-1.1222095152091922,1.0782300306680637
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:17:09,1,4,29,0,0,1,2,30,30,1,1,2,13.0,16.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,52.919,44.8,,,,,,,,24.0,29.0,,,,,28,-1.1447945317617685,1.0569582282489458
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:17:51,1,4,30,0,0,1,2,30,40,1,1,1,14.0,16.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,0,,,50.061,49.797,,,,,,,,24.0,29.0,,,,,29,1.0029188885138456,-0.8910460381497906
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:18:48,1,4,31,0,0,1,2,40,40,1,1,2,14.0,17.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,43.118,24.811,,,,,,,,24.0,29.0,,,,,30,-1.2608858523408588,1.1676867358370293
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:19:19,1,4,32,0,0,1,2,40,-1,1,1,1,15.0,17.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,0,,,12.882,10.497,,,,,,,,24.0,29.0,,,,,31,1.0979595251894734,-0.9838183067981223
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:19:57,1,4,33,0,0,1,2,40,40,1,1,2,15.0,18.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,58.849,86.224,,,,,,,,24.0,29.0,,,,,32,-1.3758478611628515,1.2842329988390027
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:20:52,1,4,34,0,0,1,2,40,-1,1,1,1,16.0,18.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,0,,,6.524,11.571,,,,,,,,24.0,29.0,,,,,33,1.1878409696055343,-1.0791924061321554
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:21:14,1,4,35,0,0,1,2,40,40,1,1,2,16.0,19.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,37.097,60.468,,,,,,,,24.0,29.0,,,,,34,-1.4827500550307324,1.3980380009370965
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:21:49,1,4,36,0,0,1,2,40,-1,1,1,1,17.0,19.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,0,,,3.533,5.767,,,,,,,,24.0,29.0,,,,,35,1.26877048465879,-1.1705004367945722
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:22:12,1,4,37,0,0,1,2,40,40,1,1,1,18.0,19.0,,,0,0,1,0,,0,0,0,0,,,,,0,0,0,0,,,26.328,49.427,,,,,,,,24.0,29.0,,,,,36,1.2910642907026313,-1.2295533960777836
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:22:47,1,4,38,0,0,2,2,-1,40,2,2,1,19.0,19.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,24.744,19.043,,,,,,,,24.0,29.0,,,,,37,1.5690113122119154,-1.8228179780439202
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:23:25,1,5,39,0,0,2,2,0,0,2,2,2,19.0,20.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,11.526,7.982,,,,,,,,24.0,29.0,,,,,38,-0.9,0.9
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:23:44,1,5,40,0,0,2,2,0,15,2,2,2,19.0,21.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,40.179,36.982,,,,,,,,24.0,29.0,,,,,39,-0.9181714215347936,0.8821882069102339
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:24:30,1,5,41,0,0,2,2,0,30,2,2,2,19.0,22.0,,,0,1,0,1,,0,0,0,0,,,,,0,0,0,0,,,1.266,0.656,,,,,,,,24.0,29.0,,,,,40,-0.9366500714414469,1.1530453399079408
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:24:58,1,5,42,0,0,2,2,0,40,2,2,1,20.0,22.0,,,0,0,1,0,,0,0,0,0,,,,,0,0,0,0,,,26.328,25.321,,,,,,,,24.0,29.0,,,,,41,1.2257897526280335,-1.089056268849744
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:25:26,1,5,43,0,0,2,3,15,40,1,1,2,20.0,23.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,19.95,14.543,,,,,,,,24.0,29.0,,,,,42,-1.3074621525260344,1.1222095152091922
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:27:09,1,6,44,0,0,2,3,0,0,1,1,2,20.0,24.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,15.453,12.871,,,,,,,,24.0,29.0,,,,,43,-1.1447945317617685,1.0569582282489458
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:27:58,1,6,45,0,0,2,3,0,15,1,1,2,20.0,25.0,,,0,0,0,0,,0,0,1,0,,,,,0,0,0,0,,,17.143,16.82,,,,,,,,24.0,29.0,,,,,44,-1.3269167452693513,1.0362368286496288
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:28:22,1,6,46,0,0,2,3,0,30,1,1,2,20.0,26.0,,,0,0,0,0,,0,0,1,0,,,,,0,0,0,0,,,7.952,9.239,,,,,,,,24.0,29.0,,,,,45,-1.3531986799310314,1.0161109528055996
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:28:40,1,6,47,0,0,2,4,0,40,2,2,2,20.0,27.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,1,,,24.522,36.059,,,,,,,,24.0,29.0,,,,,46,-1.0791924061321554,1.189243981246714
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:29:12,1,7,48,0,0,2,4,0,0,2,2,1,21.0,27.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,23.801,20.747,,,,,,,,24.0,29.0,,,,,47,1.1908148383393078,-1.0161109528055996
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:29:45,1,7,49,0,0,2,4,15,0,2,2,1,22.0,27.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,8.067,5.492,,,,,,,,24.0,29.0,,,,,48,1.1676867358370293,-1.1775418507382147
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:30:03,1,7,50,0,0,2,4,30,0,2,2,1,23.0,27.0,,,0,0,1,0,,0,0,0,0,,,,,0,0,0,0,,,5.451,6.791,,,,,,,,24.0,29.0,,,,,49,1.1447945317617685,-1.0569582282489458
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:30:31,1,7,51,0,0,3,4,40,0,1,1,1,24.0,27.0,,,0,0,1,0,,0,0,0,0,,,,,1,0,1,0,,,24.172,20.7,,,,,,,,24.0,29.0,,,,,50,1.33954277363117,-0.9648211371591087
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:32:08,1,8,52,0,0,3,4,0,0,1,1,2,24.0,28.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,7.999,9.72,,,,,,,,24.0,29.0,,,,,51,-1.1447945317617685,1.0569582282489458
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:32:53,1,8,53,0,0,3,4,0,15,1,1,1,25.0,28.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,4.244,3.307,,,,,,,,24.0,29.0,,,,,52,0.9553800565939331,-0.9891351546201003
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:33:23,1,8,54,0,0,3,4,15,15,1,1,1,26.0,28.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,24.995,46.788,,,,,,,,24.0,29.0,,,,,53,0.9366500714414469,-0.8647840049309555
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:34:19,1,8,55,0,0,3,4,30,15,1,1,1,27.0,28.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,4.839,9.032,,,,,,,,24.0,29.0,,,,,54,0.9181714215347936,-0.8821882069102339
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:34:38,1,8,56,0,0,4,4,40,15,2,2,1,28.0,28.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,5.899,7.398,,,,,,,,24.0,29.0,,,,,55,1.1110537027420964,-1.2024445971977051
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:35:03,1,9,57,0,0,4,4,0,0,2,2,1,29.0,28.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,14.938,12.376,,,,,,,,24.0,29.0,,,,,56,1.1,-1.25
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:35:40,1,9,58,0,0,4,4,15,0,2,2,2,29.0,29.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,26.601,23.132,,,,,,,,24.0,29.0,,,,,57,-0.8821882069102339,0.9181714215347936
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:36:23,1,9,59,0,0,4,4,15,15,2,2,1,30.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,19.874,16.274,,,,,,,,24.0,29.0,,,,,58,1.1,-1.25
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:36:44,1,9,60,0,0,4,4,30,15,2,2,1,31.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,24.674,23.414,,,,,,,,24.0,29.0,,,,,59,1.0782300306680637,-1.2752380854649912
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:37:15,1,9,61,0,0,5,4,40,15,1,1,1,32.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,1,0,1,0,,,22.988,14.377,,,,,,,,24.0,29.0,,,,,60,1.2616245134291808,-1.1924072863306603
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:38:50,1,10,62,0,0,5,4,0,0,1,1,1,33.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,15.914,28.172,,,,,,,,24.0,29.0,,,,,61,0.8647840049309555,-1.092758416681688
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:39:14,1,10,63,0,0,5,4,15,0,1,1,1,34.0,29.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,3.409,8.126,,,,,,,,24.0,29.0,,,,,62,0.8478301325315145,-0.9553800565939331
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:39:44,1,10,64,0,0,5,4,30,0,1,1,1,35.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,7.163,9.551,,,,,,,,24.0,29.0,,,,,63,0.8313635068409451,-1.1366868911420664
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:40:12,1,10,65,0,0,6,4,40,0,2,2,1,36.0,29.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,4.467,9.971,,,,,,,,24.0,29.0,,,,,64,1.1110537027420966,-1.4306116449711437
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:43:59,2,1,66,1,0,0,0,0,0,2,2,1,37.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,18.256,19.169,,,,,,,,24.0,29.0,,,,,65,1.046525734436688,-1.3138711784666426
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:44:19,2,1,67,1,0,0,0,15,0,2,2,1,38.0,29.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,16.56,13.373,,,,,,,,24.0,29.0,,,,,66,1.0260969229126033,-1.3400293571654287
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:44:46,2,1,68,1,0,0,0,30,0,2,2,2,38.0,30.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,23.718,27.491,,,,,,,,24.0,29.0,,,,,67,-0.823322756247725,0.9838183067981223
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:45:24,2,1,69,1,0,0,0,30,15,2,2,2,38.0,31.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,4.163,4.962,,,,,,,,24.0,29.0,,,,,68,-0.8395338460194026,0.9648211371591087
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:45:41,2,1,70,1,0,0,0,30,30,2,2,1,39.0,31.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,23.191,21.246,,,,,,,,24.0,29.0,,,,,69,1.046525734436688,-1.3138711784666426
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:46:23,2,1,71,1,0,1,0,40,30,1,1,1,40.0,31.0,,,0,0,0,0,,0,0,0,1,,,,,1,0,1,0,,,15.046,10.778,,,,,,,,24.0,29.0,,,,,70,1.2246435247677432,-1.225858771619048
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:47:14,2,2,72,1,0,1,0,0,0,1,1,1,41.0,31.0,,,0,0,0,0,,0,0,0,1,,,,,0,0,0,0,,,3.57,3.146,,,,,,,,24.0,29.0,,,,,71,0.823322756247725,-1.1477880245978094
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:47:41,2,2,73,1,0,1,0,15,0,1,1,1,42.0,31.0,,,0,0,1,0,,0,0,0,0,,,,,0,0,0,0,,,6.983,11.154,,,,,,,,24.0,29.0,,,,,72,0.8076425813460166,-1.0029188885138456
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:48:03,2,2,74,1,0,1,0,30,0,1,1,1,43.0,31.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,4.331,7.99,,,,,,,,24.0,29.0,,,,,73,0.792514446056435,-1.0220633882834231
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:48:22,2,2,75,1,0,1,0,40,0,1,1,2,43.0,32.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,6.952,13.03,,,,,,,,24.0,29.0,,,,,74,-0.9966181313229003,1.3305113850372907
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:48:52,2,2,76,1,0,1,0,40,15,1,1,2,43.0,33.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,18.624,38.705,,,,,,,,24.0,29.0,,,,,75,-1.0675284344400762,1.3646248424478022
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:49:37,2,2,77,1,0,1,0,40,30,1,1,2,43.0,34.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,14.848,16.769,,,,,,,,24.0,29.0,,,,,76,-1.1447945317617685,1.3980380009370965
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:49:59,2,2,78,1,0,1,0,40,40,1,1,2,43.0,35.0,,,0,0,0,0,,1,0,1,0,,,,,0,0,0,0,,,2.561,4.772,,,,,,,,24.0,29.0,,,,,77,-1.615813764827862,1.4306116449711437
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:50:32,2,2,79,1,0,1,0,40,-1,1,1,1,44.0,35.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,0,,,4.3,4.636,,,,,,,,24.0,29.0,,,,,78,1.0697417611576645,-1.1963749142899887
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:50:52,2,2,80,1,0,1,0,40,40,1,1,2,44.0,36.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,31.918,44.313,,,,,,,,24.0,29.0,,,,,79,-1.3419505307871342,1.531922261249059
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:51:33,2,2,81,1,0,1,1,40,-1,2,2,2,44.0,37.0,,,0,0,0,0,,0,0,0,0,,,,,0,1,0,1,,,57.146,60.988,,,,,,,,24.0,29.0,,,,,80,-1.1963749142899887,1.7991232972599105
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:52:19,2,3,82,1,0,1,1,0,0,2,2,2,44.0,38.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,51.161,31.35,,,,,,,,24.0,29.0,,,,,81,-0.8562483281754719,0.9459872484959827
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:52:53,2,3,83,1,0,1,1,0,15,2,2,2,44.0,39.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,26.747,17.621,,,,,,,,24.0,29.0,,,,,82,-0.8734323554509714,0.9273757663600407
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:53:44,2,3,84,1,0,1,1,0,30,2,2,2,44.0,40.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,24.456,18.393,,,,,,,,24.0,29.0,,,,,83,-0.8910460381497906,0.9090439386071697
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:54:19,2,3,85,1,0,1,2,0,40,1,1,2,44.0,41.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,9.098,6.792,,,,,,,,24.0,29.0,,,,,84,-1.2141059468724085,1.1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:56:03,2,4,86,1,0,1,2,0,0,1,1,1,45.0,41.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,17.592,22.517,,,,,,,,24.0,29.0,,,,,85,0.8910460381497906,-0.9090439386071697
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:56:35,2,4,87,1,0,1,2,15,0,1,1,2,45.0,42.0,,,0,0,0,1,,0,0,0,0,,,,,0,0,0,0,,,14.374,41.375,,,,,,,,24.0,29.0,,,,,86,-1.0675284344400762,1.1334592699956054
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0:57:09,2,4,88,1,0,1,2,15,15,1,1,2,45.0,43.0,,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,41.641,83.236,,,,,,,,24.0,29.0,,,,,87,-1.089056268849744,1.1110537027420964
