match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_rank,p2_rank,p1_age,p2_age,p1_age_pro,p2_age_pro,Name,rank_points,DATA_NUM,per1,per2,mmtm1,mmtm2,new_mmtm1,new_mmtm2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:08:41,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128.0,W,NCTL,ND,7175,1276,20,28,5,9,Grigor Dimitrov,1365.0,13,-1.0048209951964882,1.1322857049102455,-0.0034261637635362163,0.12466054852527053,-0.0017130818817681082,0.062330274262635266
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:09:11,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130.0,C,NCTL,ND,7175,1276,20,28,5,9,Denis Shapovalov,1290.0,14,-1.0270052797180833,1.112352406073338,-1.0296735787400562,1.2094381388829296,-0.5148367893700281,0.6047190694414648
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:09:37,1,2,16,0,0,1,0,30,40,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97.0,BW,NCTL,D,7175,1276,20,28,5,9,Nicolas Jarry,1276.0,15,0.9925720103319452,-1.0326498604547034,0.1906614209012536,-0.09073849081625529,0.0953307104506268,-0.045369245408127645
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:20,1,2,17,0,0,1,0,40,40,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,BC,NCTL,,7175,1276,20,28,5,9,Alejandro Davidovich Fokina,1195.0,16,-0.9553800565939332,1.0316338791879751,-0.8068927926945302,0.960966671485558,-0.4034463963472651,0.480483335742779
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:45,1,2,18,0,0,1,0,40,-1,2,1,2,9,9,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,C,NCTL,ND,7175,1276,20,28,5,9,Jiri Lehecka,1038.0,17,-1.0220633882834231,1.060254249872089,-1.650472127088596,1.808655846130563,-0.825236063544298,0.9043279230652815
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,C,CTL,,7175,1276,20,28,5,9,Alexander Bublik,880.0,18,1.2,-0.9,0.9766328872063301,-0.6552250487863649,4.488316443603165,-0.32761252439318245
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:47,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,W,CTL,D,7175,1276,20,28,5,9,Laslo Djere,810.0,19,1.0517002221654976,-1.094597593178222,1.8123026794950747,-1.6048873742610423,0.9061513397475374,-0.8024436871305212
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:17,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,BW,NCTL,D,7175,1276,20,28,5,9,Mikael Ymer,796.0,20,-0.9285933357497268,1.0057621432758523,0.4828294102034426,-0.24412540054005816,0.2414147051017213,-0.12206270027002908
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:44,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,B,NCTL,ND,7175,1276,20,28,5,9,Christopher O'Connell,731.0,21,0.7427883576614641,-0.9261142189998182,1.1188162804178097,-1.1162392721080359,0.5594081402089048,-0.5581196360540179
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:13:26,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,BC,NCTL,D,7175,1276,20,28,5,9,Christopher Eubanks,730.0,22,0.9090439386071696,-0.9838183067981224,1.7803789339095961,-1.8531463260109158,0.8901894669547981,-0.9265731630054579
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,BC,NCTL,ND,7175,1276,20,28,5,9,Stan Wawrinka,719.0,23,-1.0089146724194482,0.9366500714414469,-0.7679665851302945,0.6858539885318713,-0.38398329256514724,0.34292699426593565
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:15,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,BW,NCTL,ND,7175,1276,20,28,5,9,Daniel Elahi Galan,692.0,24,-0.8821882069102339,0.9181714215347936,-1.48028118478238,1.4523150448760613,-0.74014059239119,0.7261575224380307
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:47,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,C,NCTL,,7175,1276,20,28,5,9,Quentin Halys,686.0,25,-0.9,1.2,-2.0528441458743845,2.331064094215859,-1.0264220729371922,6.46553204710793
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:08,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,W,NCTL,,7175,1276,20,28,5,9,Marton Fucsovics,675.0,26,-1.2870976142187869,1.237144472063413,-2.885854242549307,3.0525790140283595,-1.4429271212746535,3.72628950701418
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,W,CTL,ND,7175,1276,20,28,5,9,Roman Safiullin,611.0,27,1.072156070870245,-1.072156070870245,0.681598169575254,-0.6590344254045769,0.340799084787627,-0.32951721270228845
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND,7175,1276,20,28,5,9,David Goffin,490.0,28,1.0525730283895594,-1.09550599993904,1.5834022165948034,-1.6087625265151377,0.7917011082974017,-0.8043812632575689
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND,7175,1276,20,28,5,9,Liam Broady,397.0,29,0.8647840049309555,-0.9366500714414469,2.0979388911319865,-2.189555586867368,1.0489694455659933,-1.094777793433684
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND,7175,1276,20,28,5,9,Maximilian Marterer,358.0,30,-1.237563941874709,1.2257897526280337,0.39631250937483675,-0.47943785300264197,0.19815625468741838,-0.23971892650132098
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D,7175,1276,20,28,5,9,Guido Pella,150.0,31,-1.0247947198590217,1.1065888856719834,-0.7161462272169054,0.7332023103194527,-0.3580731136084527,0.36660115515972636
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D,7175,1276,20,28,5,9,,,32,-1.4195324837269765,1.29586630539922,-1.9772677262771348,1.866884838825773,-0.9886338631385674,0.9334424194128865
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D,7175,1276,20,28,5,9,,,33,0.9270006287370371,-0.9270006287370371,-0.6128970248294117,0.5269307456446084,-0.30644851241470583,0.2634653728223042
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:22:19,1,5,35,0,0,2,2,-1,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D,7175,1276,20,28,5,9,,,34,1.11651123473002,-1.1528142375981452,0.6391865518507398,-0.7424401602657249,0.3195932759253699,-0.37122008013286245
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND,7175,1276,20,28,5,9,,,35,-1.001235042382327,1.0844405870480474,-0.9147305493465734,0.9839622376722493,-0.4573652746732867,0.49198111883612466
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND,7175,1276,20,28,5,9,,,36,1.0782300306680637,-1.2752380854649912,0.365837162537616,-0.5089275242531516,0.182918581268808,-0.2544637621265758
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D,7175,1276,20,28,5,9,,,37,-1.005002344143403,1.0885209625447414,-0.7200880754824869,0.6921678081297955,-0.36004403774124344,0.34608390406489775
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND,7175,1276,20,28,5,9,,,38,-0.8821882069102339,0.9181714215347936,-1.4429933639763757,1.4572322525230963,-0.7214966819881878,0.7286161262615481
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND,7175,1276,20,28,5,9,,,39,-0.9459872484959828,0.9459872484959828,-2.0697916103276253,2.0808808678778776,-1.0348958051638126,1.0404404339389388
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND,7175,1276,20,28,5,9,,,40,0.9,-0.9,0.6198841661755461,-0.618383398364099,0.30994208308777305,-0.3091916991820495
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND,7175,1276,20,28,5,9,,,41,1.0532104709281438,-1.2491980131168985,1.5359767449592239,-1.7307954880012153,0.7679883724796119,-0.8653977440006076
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND,7175,1276,20,28,5,9,,,42,1.0169237176353134,-1.1014330368537124,2.213143609389024,-2.4493779182455135,1.106571804694512,-1.2246889591227568
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D,7175,1276,20,28,5,9,,,43,-1.089056268849744,1.2257897526280337,0.6345417071919035,-0.6817876881393798,3.017270853595952,-0.3408938440696899
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D,7175,1276,20,28,5,9,,,44,0.807609518054609,-0.8720690098452891,1.3017910965071295,-1.403045795256681,0.6508955482535648,-0.7015228976283405
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D,7175,1276,20,28,5,9,,,45,-0.9941189247842496,1.0767330993764206,-0.8179406580235565,0.8868514992814192,-0.40897032901177827,0.4434257496407096
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,W,CTL,,7175,1276,20,28,5,9,,,46,1.0782300306680637,-1.4792761791393896,0.44121720569337763,-0.7885955370309709,0.22060860284668882,-0.3942977685154854
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,,7175,1276,20,28,5,9,,,47,-1.0442321247286075,1.443227542498489,-0.7006118194300279,0.8290687207321539,-0.35030590971501396,3.914534360366077
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D,7175,1276,20,28,5,9,,,48,1.0782300306680637,-1.2752380854649912,0.5325929970668762,-0.6295587165387818,0.2662964985334381,-0.3147793582693909
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D,7175,1276,20,28,5,9,,,49,1.0569582282489458,-1.1447945317617685,1.4717420714229754,-1.6350953531916004,0.7358710357114877,-0.8175476765958002
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND,7175,1276,20,28,5,9,,,50,1.3143409593263926,-1.2007708666407018,2.460534837029737,-2.4741844081027358,1.2302674185148685,-1.2370922040513679
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D,7175,1276,20,28,5,9,,,51,0.8313635068409451,-0.9743030495503426,1.1643606859239173,-1.3091474972005375,0.5821803429619586,-0.6545737486002687
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D,7175,1276,20,28,5,9,,,52,-0.9966181313229004,1.2141059468724085,-0.08981311734779551,0.19454085089665996,-0.044906558673897756,0.09727042544832998
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D,7175,1276,20,28,5,9,,,53,0.9516525820204866,-1.115273890597182,0.8817060558999396,-0.9637653235794857,0.4408530279499698,-0.48188266178974287
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND,7175,1276,20,28,5,9,,,54,-0.9966181313229004,1.2141059468724085,-0.3099447645492276,0.4635247581716391,-0.1549723822746138,0.23176237908581954
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND,7175,1276,20,28,5,9,,,55,0.8313635068409451,-0.9743030495503426,0.5899782815011244,-0.6133096049132866,0.2949891407505622,-0.3066548024566433
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,,7175,1276,20,28,5,9,,,56,-1.1892337891326,1.2725701263541431,-0.7297582415044025,0.7949241257824616,-0.36487912075220125,0.3974620628912308
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D,7175,1276,20,28,5,9,,,57,0.9181714215347936,-1.0697417611576645,0.34983513159835355,-0.4506542295159315,0.17491756579917678,-0.22532711475796574
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:41:23,1,9,59,0,0,5,3,-1,40,1,2,2,31,28,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND,7175,1276,20,28,5,9,,,58,-1.1562066370506456,1.3869872992603611,-0.8837547626159599,1.036017432418913,-0.44187738130797993,0.5180087162094565
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:42:31,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D,7175,1276,20,28,5,9,,,59,-1.2374869502650665,1.4198544136560252,-1.9257558514334596,2.226705601299501,-0.9628779257167298,1.1133528006497504
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:18,1,9,61,0,0,5,3,40,-1,1,1,1,32,29,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND,7175,1276,20,28,5,9,,,60,1.2422338293071813,-1.3672967191916494,-0.25754633579353703,0.3668633467698852,-0.12877316789676851,0.1834316733849426
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:59,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND,7175,1276,20,28,5,9,,,61,1.2721208419929064,-1.4309910545773377,1.071543553999729,-1.1452775928327548,0.5357717769998644,-0.5726387964163774
